index,axis-0,axis-1,label
0,64.86156028568047,723.2656387299418,positive
1,97.14539420570662,754.7423768019673,positive
2,156.87048695775496,716.0017760979359,positive
3,74.54671046168829,779.7623480899875,positive
4,85.03895648569681,702.2811466819248,positive
5,212.56010046980003,688.5605172659137,positive
6,173.81949976576868,657.8908750418889,negative
7,9.171946773635398,774.1126771539829,negative
8,10.786138469636683,753.9352809539666,negative
9,29.349342973651716,695.8243798979196,negative
10,217.402675557804,766.0417186739763,negative
11,160.0988703497576,784.6049231779915,negative
12,36.61320560565761,676.4540795459039,negative
